scenario_id,t,firm_id,Y_new,psi_eff,theta,queue_len,congestion_idx,mean_latency,p95_latency,max_latency,std_latency,triage_eff,omega_spill,market_share
shared-pool-industry,8,0,2.30659407073929,0.11017096741632328,0.0018132879226208792,4,1.7649735457419937,,,,,1.0,0.0,0.33333333333333337
shared-pool-industry,8,1,2.30659407073929,0.11017096741632328,0.0018132879226208792,3,1.7649735457419937,,,,,1.0,0.0,0.33333333333333337
shared-pool-industry,8,2,2.30659407073929,0.11017096741632328,0.0018132879226208792,3,1.7649735457419937,,,,,,0.0,0.33333333333333337
shared-pool-industry,9,0,2.253496842569876,0.10747711978089323,0.001736443398025062,4,1.6776084539835527,,,,,,0.0,0.3333333333333333
shared-pool-industry,9,1,2.253496842569876,0.10747711978089323,0.001736443398025062,4,1.6776084539835527,,,,,1.0,0.0,0.3333333333333333
shared-pool-industry,9,2,2.253496842569876,0.10747711978089323,0.001736443398025062,4,1.6776084539835527,,,,,1.0,0.0,0.3333333333333333
shared-pool-industry,10,0,2.204071892869164,0.10497493924425813,0.001661333930643071,5,1.5944538750462758,,,,,1.0,0.0,0.33333333333333337
shared-pool-industry,10,1,2.204071892869164,0.10497493924425813,0.001661333930643071,4,1.5944538750462758,5.0,5.0,5.0,0.0,1.0,0.0,0.33333333333333337
shared-pool-industry,10,2,2.204071892869164,0.10497493924425813,0.001661333930643071,5,1.5944538750462758,,,,,1.0,0.0,0.33333333333333337
shared-pool-industry,11,0,2.1580257323039076,0.10264849864891039,0.0015881424519456249,5,1.5153215474050838,,,,,,0.0,0.3333333333333333
shared-pool-industry,11,1,2.1580257323039076,0.10264849864891039,0.0015881424519456249,4,1.5153215474050838,,,,,,0.0,0.3333333333333333
shared-pool-industry,11,2,2.1580257323039076,0.10264849864891039,0.0015881424519456249,6,1.5153215474050838,,,,,0.5,0.0,0.3333333333333333
shared-pool-industry,12,0,2.1150917143154264,0.1004834005209248,0.0015170104532912943,6,1.4400296739456413,,,,,0.5,0.0,0.3333333333333333
shared-pool-industry,12,1,2.1150917143154264,0.1004834005209248,0.0015170104532912943,5,1.4400296739456413,,,,,1.0,0.0,0.3333333333333333
shared-pool-industry,12,2,2.1150917143154264,0.1004834005209248,0.0015170104532912943,6,1.4400296739456413,,,,,,0.0,0.3333333333333333
shared-pool-industry,13,0,2.0750273297252835,0.0984666131690407,0.0014480438311109283,6,1.3684029879303132,,,,,,0.0,0.33333333333333337
shared-pool-industry,13,1,2.0750273297252835,0.0984666131690407,0.0014480438311109283,6,1.3684029879303132,,,,,0.5,0.0,0.33333333333333337
shared-pool-industry,13,2,2.0750273297252835,0.0984666131690407,0.0014480438311109283,6,1.3684029879303132,,,,,,0.0,0.33333333333333337
shared-pool-industry,14,0,2.037611786041417,0.09658632553533586,0.0013813180008346887,6,1.3002727629719144,,,,,,0.0,0.3333333333333333
shared-pool-industry,14,1,2.037611786041417,0.09658632553533586,0.0013813180008346887,6,1.3002727629719144,,,,,,0.0,0.3333333333333333
shared-pool-industry,14,2,2.037611786041417,0.09658632553533586,0.0013813180008346887,7,1.3002727629719144,,,,,1.0,0.0,0.3333333333333333
shared-pool-industry,15,0,2.0026438425820463,0.094831818619881,0.0013168823673240686,7,1.235476777228953,,,,,1.0,0.0,0.3333333333333333
shared-pool-industry,15,1,2.0026438425820463,0.094831818619881,0.0013168823673240686,7,1.235476777228953,,,,,1.0,0.0,0.3333333333333333
shared-pool-industry,15,2,2.0026438425820463,0.094831818619881,0.0013168823673240686,7,1.235476777228953,,,,,,0.0,0.3333333333333333
